gj04	0	*	پروفیسر نے بات کی ہم سے۔
gj04	0	*	پروفیسر نے بات کی ہم سے۔
gj04	0	*	م خود سے چیخ رہے تھا ۔
gj04	0	*	ہم نے ہیری کو گھبرا کر پکارا تھا۔
gj04	0	*	ہیری نے خود کو کھانسی دے دیا۔
gj04	0	*	ہیری نے ہمیں کھانسی دے کر فٹ کر دیتا تھا ۔
gj04	0	*	انہوں نے اسے بنا کر غصہ دلاتا تھا ۔
gj04	0	*	انہوں نے اسے صدر بنا کر بنا دیتے تھا ۔
gj04	0	*	انہوں نے اسے تھکا دیتا تھا ۔
gj04	0	*	گاڑی سڑک پر ہارن مارتی تھی کو۔
gj04	0	*	کتا کمرے سے باہر بھونکا دیا۔
gj04	0	*	ڈائن غائب ہو کر جنگل میں گئی تھی۔
gj04	0	*	عمارت اونچی اور اونچی ہیں ۔
gj04	0	*	یہ عمارت اونچی اور اونچی ہیں ۔
gj04	0	*	اس عمارت کو اس سے زیادہ مل گیا ہے تھے ۔
gj04	0	*	یہ عمارت اس سے زیادہ ہیں ۔
gj04	0	*?	بل گھنٹوں غار میں تیرتا کو رہا۔
gj04	0	*?	بل نے ہیری کو کئی گھنٹوں تک صوفے سے دھکیل دیتے تھا ۔
gj04	0	*	بل سو جانے کے لیے روتا پڑا تھا ۔
gj04	0	*	لفٹ خود سے زمین پر گر گیا تھے ۔
gj04	0	*	وہ زور زور سے چیخ رہی تھے ۔
gj04	0	*	ٹیڈ سونے کے لیے روتا پڑا تھا ۔
gj04	0	*	گیند خود ہی ڈھیلی ہو گئی تھی کو۔
cj99	0	*	آپ جتنا زیادہ چاہیں کم سے کم کھا ۔
cj99	0	*	میں مطالبہ کرتا ہوں کہ جان جتنا زیادہ کھائے اتنا ہی زیادہ ادا کرے تھا۔
cj99	0	*	میں مطالبہ کرتا ہوں کہ جان جتنا زیادہ کھاتا ہے اتنا ہی زیادہ ادا کرتا ۔
cj99	0	*	آپ کو اتنا ہی غصہ آتا ہے جتنا ہم کھاتے ہیں ، ہے نا ہم؟
cj99	0	*	جتنی زیادہ بارش ہوئی ہے کہ دریا میں کتنا تیز بہاؤ ظاہر ہوتا ہیں ۔
cj99	0	*	بارش جتنی سخت ہوتی ہے آپ کتنی تیزی سے دوڑتے ہے ۔
cj99	0	*	جتنی سخت بارش ہوتی ہے آپ کو دریا میں کتنا تیز بہاؤ نظر آتا ہیں ۔
cj99	0	*	جب زیادہ بارش ہوتی ہے تو دریا میں کتنا تیز بہاؤ ظاہر ہوتا ہے کو۔
cj99	0	*	جب زیادہ بارش ہوتی ہے تو دریا میں کتنا تیز بہاؤ ظاہر ہوتا ہیں ۔
cj99	0	*	جان جتنا زیادہ کھاتا ہے اس بارے میں آپ کا منہ اتنا ہی سخت بند رہتا ہیں ۔
